Date,Units,NAV,Amount
02-02-2024,9670.26,15.51,150000.00
02-02-2024,3223.42,15.51,50000.00
09-02-2024,9625.58,15.58,150000.00
18-03-2024,3319.51,15.06,50000.00
18-03-2024,3319.51,15.06,50000.00
10-04-2024,3069.44,16.29,50000.00
08-05-2024,2967.55,16.85,50000.00
13-05-2024,596.373,16.77,10000.00
10-06-2024,2209.98,18.10,40000.00
07-10-2024,1053.66,18.98,20000.00
13-11-2024,1106.81,18.07,20000.00
03-03-2025,662.873,15.09,10000.00



